path,target,input_lengths,english_gloss,chinese_gloss,cantonese_gloss
data\features\HKSLLEX-2023-00002107.pt,1472,125,leather,皮革,皮革
data\features\HKSLLEX-2023-00002106.pt,1951,154,put aside,擱在一旁,放埋一邊
data\features\HKSLLEX-2023-00002109.pt,1210,154,gum,香口膠,香口膠
data\features\HKSLLEX-2023-00002111.pt,1692,125,noon,中午,中午
data\features\HKSLLEX-2023-00002110.pt,670,144,compass,指南針,指南針
data\features\HKSLLEX-2023-00002113.pt,416,125,bless,祝福,祝福
data\features\HKSLLEX-2023-00002114.pt,2604,115,vain,徒勞,徒勞
data\features\HKSLLEX-2023-00002115.pt,385,125,bell,鐘,鐘
data\features\HKSLLEX-2023-00002112.pt,2476,154,think expand,想像,想像
data\features\HKSLLEX-2023-00002116.pt,809,134,dig up,挖出,挖出
data\features\HKSLLEX-2023-00002118.pt,680,125,confidential,機密,機密
data\features\HKSLLEX-2023-00002117.pt,1668,125,net,網,網
data\features\HKSLLEX-2023-00002120.pt,971,125,example,例子,例子
data\features\HKSLLEX-2023-00002119.pt,2718,134,wise,明智,明智
data\features\HKSLLEX-2023-00002121.pt,1270,125,hide,躲藏,匿埋
data\features\HKSLLEX-2023-00002123.pt,1128,144,garlic,蒜頭,蒜頭
data\features\HKSLLEX-2023-00002124.pt,362,134,beach,海灘,海灘
data\features\HKSLLEX-2023-00002122.pt,1737,173,operate machine,操作機器,操作機器
data\features\HKSLLEX-2023-00002126.pt,550,115,catch,捕捉,捕捉
data\features\HKSLLEX-2023-00002125.pt,2505,125,tissue,紙巾,紙巾
data\features\HKSLLEX-2023-00002127.pt,1093,125,frame,框架,框架
data\features\HKSLLEX-2023-00002128.pt,1224,125,halloween,萬聖節,萬聖節
data\features\HKSLLEX-2023-00002129.pt,1318,125,hug,擁抱,擁抱
data\features\HKSLLEX-2023-00002130.pt,531,125,cannon,大砲,大砲
data\features\HKSLLEX-2023-00002132.pt,1380,125,intentional,故意,特登
data\features\HKSLLEX-2023-00002131.pt,2617,144,very interested,好有興趣,好有興趣
data\features\HKSLLEX-2023-00002133.pt,1268,115,hen,母雞,母雞
data\features\HKSLLEX-2023-00002134.pt,1506,115,lips,嘴唇,嘴唇
data\features\HKSLLEX-2023-00002135.pt,916,134,effect,作用,作用
data\features\HKSLLEX-2023-00002136.pt,1666,125,nerve,神經,神經
data\features\HKSLLEX-2023-00002137.pt,677,134,concerned,憂慮,憂慮
data\features\HKSLLEX-2023-00002138.pt,556,144,celery,芹菜,芹菜
data\features\HKSLLEX-2023-00002139.pt,1609,134,miss,想念,掛住
data\features\HKSLLEX-2023-00002140.pt,1372,134,inspire,啟發,啟發
data\features\HKSLLEX-2023-00002141.pt,706,125,count,數數,數數
data\features\HKSLLEX-2023-00002142.pt,419,134,blink,眨眼,眨眼
data\features\HKSLLEX-2023-00002145.pt,2065,134,ruin,毀掉,毀掉
data\features\HKSLLEX-2023-00002143.pt,943,144,energy,活力,活力
data\features\HKSLLEX-2023-00002144.pt,459,154,boyfriend,男朋友,男朋友
data\features\HKSLLEX-2023-00002150.pt,621,115,claw,爪,爪
data\features\HKSLLEX-2023-00002149.pt,2485,144,thrilled,欣喜若狂,欣喜若狂
data\features\HKSLLEX-2023-00002147.pt,1451,154,land,土地,土地
data\features\HKSLLEX-2023-00002148.pt,875,144,dreadlocks,髒辮,髒辮
data\features\HKSLLEX-2023-00002151.pt,352,134,baseball cap,棒球帽,棒球帽
data\features\HKSLLEX-2023-00002153.pt,2098,125,save money,儲錢,儲錢
data\features\HKSLLEX-2023-00002152.pt,911,144,easy to do,容易做,容易做
data\features\HKSLLEX-2023-00002154.pt,267,134,analyze,分析,分析
data\features\HKSLLEX-2023-00002155.pt,1693,144,noose,繩套,繩套
data\features\HKSLLEX-2023-00002156.pt,2658,134,watch,看,睇
data\features\HKSLLEX-2023-00002157.pt,2173,134,should,應該,應該
data\features\HKSLLEX-2023-00002158.pt,2715,134,windy,大風,大風
data\features\HKSLLEX-2023-00002159.pt,2261,144,sophisticated,精緻,精緻
data\features\HKSLLEX-2023-00002160.pt,2067,163,ruler,間尺,間尺
data\features\HKSLLEX-2023-00002162.pt,1799,144,peacock,孔雀,孔雀
data\features\HKSLLEX-2023-00002161.pt,2742,154,write on wall,寫在牆上,寫在牆上
data\features\HKSLLEX-2023-00002164.pt,586,134,chew,咀嚼,咀嚼
data\features\HKSLLEX-2023-00002165.pt,2046,134,rob,搶劫,搶劫
data\features\HKSLLEX-2023-00002166.pt,1841,134,pin on,釘上,釘上
data\features\HKSLLEX-2023-00002163.pt,2608,144,valley,山谷,山谷
data\features\HKSLLEX-2023-00002167.pt,1038,134,finger,手指,手指
data\features\HKSLLEX-2023-00002168.pt,406,125,bite,咬,咬
data\features\HKSLLEX-2023-00002170.pt,831,134,dispatch,派遣,派遣
data\features\HKSLLEX-2023-00002169.pt,1623,134,moose,駝鹿,駝鹿
data\features\HKSLLEX-2023-00002172.pt,1212,115,gym,健身,健身
data\features\HKSLLEX-2023-00002171.pt,1215,134,haha,哈哈,哈哈
data\features\HKSLLEX-2023-00002173.pt,518,134,calm,冷靜,冷靜
data\features\HKSLLEX-2023-00002174.pt,2251,144,sofa,梳化,梳化
data\features\HKSLLEX-2023-00002175.pt,2556,134,truck,貨車,貨車
data\features\HKSLLEX-2023-00002178.pt,2291,125,spread,傳播,傳播
data\features\HKSLLEX-2023-00002176.pt,2445,144,tear rip,撕開,撕開
data\features\HKSLLEX-2023-00002177.pt,1649,134,nail,指甲,指甲
data\features\HKSLLEX-2023-00002179.pt,2684,134,whale,鯨魚,鯨魚
data\features\HKSLLEX-2023-00002180.pt,421,134,bloom,綻放,綻放
data\features\HKSLLEX-2023-00002183.pt,1336,115,if,如果,如果
data\features\HKSLLEX-2023-00002182.pt,1219,144,hairdresser,理髮師,理髮師
data\features\HKSLLEX-2023-00002181.pt,2100,163,saxophone,薩克斯風,色士風
data\features\HKSLLEX-2023-00002185.pt,2665,115,we,我們,我哋
data\features\HKSLLEX-2023-00002184.pt,823,134,disappoint,失望,失望
data\features\HKSLLEX-2023-00002186.pt,1330,134,ice,冰,冰
data\features\HKSLLEX-2023-00002188.pt,1084,115,form,表格,表格
data\features\HKSLLEX-2023-00002187.pt,1421,125,juice,果汁,果汁
data\features\HKSLLEX-2023-00002190.pt,2364,125,strong,強壯,強壯
data\features\HKSLLEX-2023-00002189.pt,2183,134,shut out,拒諸門外,拒諸門外
data\features\HKSLLEX-2023-00002191.pt,1870,134,plummet,直線下降,直線下降
data\features\HKSLLEX-2023-00002192.pt,1529,115,look like,好似,好似
data\features\HKSLLEX-2023-00002195.pt,2208,115,six,六,六
data\features\HKSLLEX-2023-00002193.pt,2020,134,resist,抗拒,抗拒
data\features\HKSLLEX-2023-00002194.pt,388,134,bend,屈曲,屈曲
data\features\HKSLLEX-2023-00002196.pt,1414,134,join,加入,加入
data\features\HKSLLEX-2023-00002198.pt,2559,115,tube,管,管
data\features\HKSLLEX-2023-00002199.pt,1057,115,fix,修理,修理
data\features\HKSLLEX-2023-00002197.pt,1277,144,hinge,門鉸,門鉸
data\features\HKSLLEX-2023-00002200.pt,814,125,dinner,晚餐,晚餐
data\features\HKSLLEX-2023-00002201.pt,994,134,faint,暈低,暈低
data\features\HKSLLEX-2023-00002203.pt,363,144,beak,鳥喙,鳥喙
data\features\HKSLLEX-2023-00002202.pt,2063,154,row,撐船,撐船
data\features\HKSLLEX-2023-00002204.pt,1410,144,jellyfish,水母,水母
data\features\HKSLLEX-2023-00002205.pt,313,125,average,平均,平均
data\features\HKSLLEX-2023-00002206.pt,1167,115,gone,冇晒,冇晒
data\features\HKSLLEX-2023-00002207.pt,581,115,cheek,臉頰,臉頰
data\features\HKSLLEX-2023-00002209.pt,864,115,down,向下,向下
data\features\HKSLLEX-2023-00002208.pt,1239,163,harmonica,口琴,口琴
data\features\HKSLLEX-2023-00002213.pt,2097,115,save,儲存,儲存
data\features\HKSLLEX-2023-00002210.pt,2520,134,tongue,舌頭,舌頭
data\features\HKSLLEX-2023-00002211.pt,1018,134,feed,餵食,餵食
data\features\HKSLLEX-2023-00002212.pt,1682,134,nice,友善,友善
data\features\HKSLLEX-2023-00002214.pt,2528,134,touch,觸碰,觸碰
data\features\HKSLLEX-2023-00002215.pt,1758,144,overwhelmed,難以承受,難以承受
data\features\HKSLLEX-2023-00002216.pt,2204,125,siren,警報器,警報器
data\features\HKSLLEX-2023-00002217.pt,2455,154,temporary,暫時,暫時
data\features\HKSLLEX-2023-00002218.pt,1771,134,pancake,班戟,班戟
data\features\HKSLLEX-2023-00002219.pt,355,125,basket,籃,籃
data\features\HKSLLEX-2023-00002221.pt,2243,125,snowman,雪人,雪人
data\features\HKSLLEX-2023-00002222.pt,2748,115,yes,是,係
data\features\HKSLLEX-2023-00002220.pt,1690,134,nonsense,一派胡言,一派胡言
data\features\HKSLLEX-2023-00002223.pt,1696,125,nose,鼻,鼻
data\features\HKSLLEX-2023-00002224.pt,1715,144,ocean,海洋,海洋
data\features\HKSLLEX-2023-00002226.pt,1393,134,invisible,無形,無形
data\features\HKSLLEX-2023-00002229.pt,1589,134,memorize,記住,記住
data\features\HKSLLEX-2023-00002230.pt,850,134,dont care,不在乎,唔在乎
data\features\HKSLLEX-2023-00002228.pt,2477,154,think obsess,入神,入神
data\features\HKSLLEX-2023-00002225.pt,1639,163,mummy,木乃伊,木乃伊
data\features\HKSLLEX-2023-00002231.pt,1170,154,goody goody,道貌岸然,賣口乖
data\features\HKSLLEX-2023-00002232.pt,638,134,close ,關閉,關閉
data\features\HKSLLEX-2023-00002233.pt,1415,134,joke,玩笑,玩笑
data\features\HKSLLEX-2023-00002234.pt,1432,125,kick,踢,踢
data\features\HKSLLEX-2023-00002236.pt,769,134,defeat,打敗,打敗
data\features\HKSLLEX-2023-00002235.pt,1736,134,open,打開,打開
data\features\HKSLLEX-2023-00002237.pt,1819,125,permission,准許,准許
data\features\HKSLLEX-2023-00002238.pt,2468,125,these,這些,呢啲
data\features\HKSLLEX-2023-00002240.pt,433,144,boil,煲滾,煲滾
data\features\HKSLLEX-2023-00002239.pt,1172,154,goosebumps,雞皮疙瘩,起雞皮
data\features\HKSLLEX-2023-00002241.pt,1584,134,megaphone,喇叭,大聲公
data\features\HKSLLEX-2023-00002242.pt,970,134,evidence,證據,證據
data\features\HKSLLEX-2023-00002246.pt,664,115,comment,評論,評論
data\features\HKSLLEX-2023-00002245.pt,1502,134,linguistics,語言學,語言學
data\features\HKSLLEX-2023-00002243.pt,1734,144,only one,只有一個,只有一個
data\features\HKSLLEX-2023-00002244.pt,2248,134,society,社會,社會
data\features\HKSLLEX-2023-00002248.pt,2112,125,scold,責罵,鬧
data\features\HKSLLEX-2023-00002247.pt,1822,144,perspective,角度,角度
data\features\HKSLLEX-2023-00002250.pt,2734,115,worse,惡化,惡化
data\features\HKSLLEX-2023-00002249.pt,2674,144,weekend,週末,週末
data\features\HKSLLEX-2023-00002251.pt,1895,125,postpone,延遲,延遲
data\features\HKSLLEX-2023-00002252.pt,2401,115,suspend,中止,中止
data\features\HKSLLEX-2023-00002253.pt,826,134,disconnect,切斷,切斷
data\features\HKSLLEX-2023-00002254.pt,2201,134,single,單身,單身
data\features\HKSLLEX-2023-00002255.pt,2661,134,waterdrop,水滴,水滴
data\features\HKSLLEX-2023-00002256.pt,2247,134,socialize,社交,社交
data\features\HKSLLEX-2023-00002258.pt,1898,106,powder,粉末,粉末
data\features\HKSLLEX-2023-00002260.pt,2739,125,wring,擰,擰
data\features\HKSLLEX-2023-00002259.pt,2629,125,visualize,圖像化,圖像化
data\features\HKSLLEX-2023-00002257.pt,758,154,deaf school,聾人學校,聾人學校
data\features\HKSLLEX-2023-00002261.pt,1918,125,principal,校長,校長
data\features\HKSLLEX-2023-00002262.pt,1906,125,pregnant,懷孕,懷孕
data\features\HKSLLEX-2023-00002263.pt,1133,115,generation,世代,世代
data\features\HKSLLEX-2023-00002264.pt,958,134,escalate,升級,升級
data\features\HKSLLEX-2023-00002265.pt,220,125,acquire,獲得,獲得
data\features\HKSLLEX-2023-00002268.pt,1597,115,middle,中間,中間
data\features\HKSLLEX-2023-00002266.pt,558,134,cemetery,公墓,公墓
data\features\HKSLLEX-2023-00002267.pt,2277,134,specialist,專業人士,專業人士
data\features\HKSLLEX-2023-00002270.pt,1882,125,ponder,沉思,沉思
data\features\HKSLLEX-2023-00002269.pt,447,144,bother,打擾,打擾
data\features\HKSLLEX-2023-00002271.pt,243,125,agency,機構,機構
data\features\HKSLLEX-2023-00002272.pt,1937,115,provide,提供,提供
data\features\HKSLLEX-2023-00002273.pt,2230,115,smoke,食煙,食煙
data\features\HKSLLEX-2023-00002276.pt,735,115,culture,文化,文化
data\features\HKSLLEX-2023-00002275.pt,795,125,develop,發展,發展
data\features\HKSLLEX-2023-00002274.pt,2170,154,short distance,短距離,短距離
data\features\HKSLLEX-2023-00002277.pt,1156,134,go back and forth,來回,來回
data\features\HKSLLEX-2023-00002279.pt,1513,125,load,載貨,載貨
data\features\HKSLLEX-2023-00002278.pt,982,134,explode,爆炸,爆炸
data\features\HKSLLEX-2023-00002280.pt,1356,125,inch,英吋,英吋
data\features\HKSLLEX-2023-00002281.pt,405,125,bitch,母狗,母狗
data\features\HKSLLEX-2023-00002283.pt,2114,125,score,分數,分數
data\features\HKSLLEX-2023-00002282.pt,278,144,anyone,任何人,任何人
data\features\HKSLLEX-2023-00002284.pt,1995,134,refuse,拒絕,拒絕
data\features\HKSLLEX-2023-00002285.pt,2003,134,relief,解脫,解脫
data\features\HKSLLEX-2023-00002286.pt,2523,144,top,頂端,頂端
data\features\HKSLLEX-2023-00002288.pt,2276,125,special,特別,特別
data\features\HKSLLEX-2023-00002287.pt,2151,154,shame on you,以你為恥,以你為恥
data\features\HKSLLEX-2023-00002289.pt,1118,115,fry ,炒,炒
data\features\HKSLLEX-2023-00002291.pt,2491,115,tickle,搔癢癢,擳
data\features\HKSLLEX-2023-00002292.pt,1296,106,honk,響咹,響咹
data\features\HKSLLEX-2023-00002290.pt,2527,134,total,總數,總數
data\features\HKSLLEX-2023-00002293.pt,2268,134,sow,播種,播種
data\features\HKSLLEX-2023-00002294.pt,446,134,both,兩者,兩者
data\features\HKSLLEX-2023-00002295.pt,992,144,fail,失敗,失敗
data\features\HKSLLEX-2023-00002297.pt,1375,144,instead,取代,取代
data\features\HKSLLEX-2023-00002296.pt,1675,163,news to me,第一次聽,第一次聽
data\features\HKSLLEX-2023-00002298.pt,2631,134,vocabulary,詞彙,詞彙
data\features\HKSLLEX-2023-00002299.pt,258,134,all way,完全,完全
data\features\HKSLLEX-2023-00002300.pt,2362,134,stripe,條紋,間條
data\features\HKSLLEX-2023-00002301.pt,2533,125,tow,拖走,拖走
data\features\HKSLLEX-2023-00002302.pt,1651,134,naked,裸體,裸體
data\features\HKSLLEX-2023-00002304.pt,1214,144,had enough,聽夠,聽夠
data\features\HKSLLEX-2023-00002305.pt,2621,134,videogame,電子遊戲,電子遊戲
data\features\HKSLLEX-2023-00002306.pt,1468,134,league,聯盟,聯盟
data\features\HKSLLEX-2023-00002309.pt,254,115,all of sudden,突然間,突然間
data\features\HKSLLEX-2023-00002307.pt,1138,134,get off,落車,落車
data\features\HKSLLEX-2023-00002308.pt,1842,134,pinch,捏,搣
data\features\HKSLLEX-2023-00002310.pt,842,134,document,文件,文件
data\features\HKSLLEX-2023-00002311.pt,1455,144,last week,上個星期,上個星期
data\features\HKSLLEX-2023-00002312.pt,1031,134,fill out,填寫,填寫
data\features\HKSLLEX-2023-00002313.pt,1568,134,massage,按摩,按摩
data\features\HKSLLEX-2023-00002314.pt,1970,125,range,範圍,範圍
data\features\HKSLLEX-2023-00002315.pt,856,115,dont need,不需要,唔需要
data\features\HKSLLEX-2023-00002316.pt,1353,144,improve,改善,改善
data\features\HKSLLEX-2023-00002317.pt,413,134,blank,空白,空白
data\features\HKSLLEX-2023-00002318.pt,739,134,curly hair,捲髮,捲髮
data\features\HKSLLEX-2023-00002319.pt,372,115,become,變成,變成
data\features\HKSLLEX-2023-00002322.pt,2677,115,weird,奇怪,奇怪
data\features\HKSLLEX-2023-00002320.pt,775,134,deliberate,研討,研討
data\features\HKSLLEX-2023-00002321.pt,1612,134,mix,混合,混合
data\features\HKSLLEX-2023-00002323.pt,2386,144,sunbathe,日光浴,日光浴
data\features\HKSLLEX-2023-00002325.pt,286,115,area,區域,區域
data\features\HKSLLEX-2023-00002324.pt,1876,125,pole,柱,柱
data\features\HKSLLEX-2023-00002327.pt,2584,134,uncertain,不確定,唔肯定
data\features\HKSLLEX-2023-00002326.pt,1926,163,profoundly deaf,嚴重失聰,嚴重失聰
data\features\HKSLLEX-2023-00002328.pt,2087,125,same time,同時,同時
data\features\HKSLLEX-2023-00002329.pt,249,134,align,對齊,對齊
data\features\HKSLLEX-2023-00002330.pt,435,125,boiling mad,火滾,火滾
data\features\HKSLLEX-2023-00002331.pt,1934,115,propose,提出,提出
data\features\HKSLLEX-2023-00002332.pt,1231,134,hands off,袖手旁觀,袖手旁觀
data\features\HKSLLEX-2023-00002333.pt,2029,144,retrieve,讀取,讀取
data\features\HKSLLEX-2023-00002334.pt,1943,134,public,開放,開放
data\features\HKSLLEX-2023-00002336.pt,1364,144,influence,影響,影響
data\features\HKSLLEX-2023-00002335.pt,781,154,dent,凹陷,凹陷
data\features\HKSLLEX-2023-00002337.pt,2703,144,why not,為甚麼不,點解唔得
data\features\HKSLLEX-2023-00002338.pt,2339,144,stimulate,刺激,刺激
data\features\HKSLLEX-2023-00002339.pt,299,144,assign,分配,分配
data\features\HKSLLEX-2023-00002340.pt,2449,134,teenager,青少年,青少年
data\features\HKSLLEX-2023-00002341.pt,1113,173,from then on,從那時起,從嗰陣起
data\features\HKSLLEX-2023-00002342.pt,967,144,every year,每年,每年
data\features\HKSLLEX-2023-00002343.pt,213,144,accept,接受,接受
data\features\HKSLLEX-2023-00002344.pt,1732,163,one year ago,一年前,一年前
data\features\HKSLLEX-2023-00002345.pt,2432,154,talk dirty,講粗口,講粗口
data\features\HKSLLEX-2023-00002346.pt,1957,154,quarter,四分之一,四分之一
data\features\HKSLLEX-2023-00002347.pt,548,144,casual,隨意,隨意
data\features\HKSLLEX-2023-00002348.pt,2405,144,sweat,汗,汗
data\features\HKSLLEX-2023-00002349.pt,1180,144,graduate school,研究所,研究所
data\features\HKSLLEX-2023-00002350.pt,1945,154,pumpkin,南瓜,南瓜
data\features\HKSLLEX-2023-00002351.pt,1363,144,infection,感染,感染
data\features\HKSLLEX-2023-00002353.pt,1763,125,pack,收拾,收拾
data\features\HKSLLEX-2023-00002355.pt,2634,125,volunteer,義工,義工
data\features\HKSLLEX-2023-00002352.pt,1867,154,plow,犁,犁
data\features\HKSLLEX-2023-00002356.pt,1259,134,heartbody,心臟,心臟
data\features\HKSLLEX-2023-00002354.pt,2498,173,time progress,隨著時間推移,隨著時間推移
data\features\HKSLLEX-2023-00002358.pt,2711,115,wind,風,風
data\features\HKSLLEX-2023-00002357.pt,1448,144,know nothing,甚麼都不知道,咩都唔知
data\features\HKSLLEX-2023-00002359.pt,285,134,april,四月,四月
data\features\HKSLLEX-2023-00002361.pt,227,125,addict,上癮,上癮
data\features\HKSLLEX-2023-00002360.pt,1903,134,precious,寶貴,寶貴
data\features\HKSLLEX-2023-00002362.pt,661,125,come here,過嚟呢度,過嚟呢度
data\features\HKSLLEX-2023-00002363.pt,1286,134,hold hands,握手,握手
data\features\HKSLLEX-2023-00002364.pt,1664,125,needle,針,針
data\features\HKSLLEX-2023-00002365.pt,1979,144,really into,投入,投入
data\features\HKSLLEX-2023-00002366.pt,1379,134,intelligent,聰穎,聰穎
data\features\HKSLLEX-2023-00002367.pt,643,125,coach,教練,教練
data\features\HKSLLEX-2023-00002368.pt,2116,125,scratch,刮,搲
data\features\HKSLLEX-2023-00002370.pt,214,115,access,暢通,權限
data\features\HKSLLEX-2023-00002369.pt,476,154,brick,磚頭,磚頭
data\features\HKSLLEX-2023-00002371.pt,1060,134,flip,調轉,調轉
data\features\HKSLLEX-2023-00002372.pt,1615,134,model,模特兒,模特兒
data\features\HKSLLEX-2023-00002375.pt,251,106,all day,全日,全日
data\features\HKSLLEX-2023-00002376.pt,2115,115,scout,童軍,童軍
data\features\HKSLLEX-2023-00002373.pt,2575,154,two of us,我哋兩個,我哋兩個
data\features\HKSLLEX-2023-00002374.pt,2171,154,short person,矮人,矮人
data\features\HKSLLEX-2023-00002377.pt,1765,134,pageantry,選美比賽,選美比賽
data\features\HKSLLEX-2023-00002379.pt,774,134,delegate,代表,代表
data\features\HKSLLEX-2023-00002378.pt,715,144,cranky,有點兒生氣,嬲嬲地
data\features\HKSLLEX-2023-00002380.pt,979,134,experiment,實驗,實驗
data\features\HKSLLEX-2023-00002382.pt,1089,115,fourth,第四,第四
data\features\HKSLLEX-2023-00002381.pt,240,134,against,反對,反對
data\features\HKSLLEX-2023-00002383.pt,1428,134,keep,保存,保存
data\features\HKSLLEX-2023-00002384.pt,1908,125,press,㩒,㩒
data\features\HKSLLEX-2023-00002385.pt,896,134,duty,責任,責任
data\features\HKSLLEX-2023-00002387.pt,2530,115,tough,艱難,艱難
data\features\HKSLLEX-2023-00002386.pt,1537,115,luck,運氣,運氣
data\features\HKSLLEX-2023-00002388.pt,894,115,due,到期,到期
data\features\HKSLLEX-2023-00002390.pt,2754,125,yoyo,搖搖,搖搖
